FruitID,Weight_g,Diameter_mm,Length_mm,DryMatter_pct,Brix,Firmness_kgf,SkinDefects_pct,ShapeIndex,Grade
3928,101.9,56.8,64.7,14.8,5.6,4.7,4,0.88,B
3929,77.3,54,76.6,14.8,7.1,5.9,5.2,0.7,C
3930,97.6,58.5,71.8,14.2,6.5,6.2,0.1,0.81,B
3931,105.1,56.5,72.6,14.4,6.8,3.5,1.4,0.78,B
3932,117.9,58.7,65.7,15.5,6.6,5.6,2.4,0.89,B
3933,108.3,58.1,69.4,14.4,6.9,5.3,2.8,0.84,B
3934,106.4,54.1,71,15.6,6.3,6.5,2.6,0.76,B
3935,95.9,60.5,72.7,14.9,6.1,5.9,3.5,0.83,B
3936,100.8,57.8,70.6,15.8,5.8,6,10.2,0.82,C
3937,113.7,54,68.4,16.8,5.4,5,1.5,0.79,B
3938,75,67,69.3,16.8,5.6,5.5,2.4,0.97,C
3939,89.8,59.9,76.2,17.4,6.2,6.4,3.6,0.79,B
3940,83.4,57.4,72.9,16.8,5.2,5.4,2.7,0.79,B
3941,100.7,63.7,74.1,15.9,5.4,5.7,1.5,0.86,B
3942,113.5,65.4,68.9,14.8,7.3,4,2.9,0.95,B
3943,86,57.4,61.7,14.9,6.7,5.4,3.2,0.93,B
3944,60,59.4,70.2,14.2,6.1,3.5,2.6,0.85,Reject
3945,88.8,54,69,15.5,8.3,5,0.7,0.78,B
3946,108.7,57.4,73.2,16.5,5.2,5.6,2.1,0.78,B
3947,103.1,57.2,83.5,14.4,7.3,6.3,6.5,0.69,B
3948,101.4,58.7,74.4,15.4,6.4,4.5,6.1,0.79,B
3949,90.8,59.3,81.6,14.5,7.1,5.9,4.2,0.73,B
3950,75.8,60.2,74,15.8,6.6,7,3.6,0.81,C
3951,102.7,59,69.8,14.7,5,4.9,0.5,0.84,B
3952,82.5,53.2,73.2,14.4,6.6,4,1.8,0.73,B
3953,127.8,54.2,78.2,14.5,6.8,5.8,0.4,0.69,B
3954,103.6,55.8,78.4,16.3,4.7,4.3,5.1,0.71,B
3955,86.3,56.9,70,15.4,8.1,4.7,1,0.81,B
3956,85.8,62.2,72.9,14.9,6.7,6.4,4.4,0.85,B
3957,93.6,53.3,67,15.9,7,7.4,5.1,0.8,B
3958,91.4,56.6,74.9,14.9,5.6,4.5,6.7,0.76,B
3959,111.8,61.8,77.4,17.2,7.1,4.8,4.2,0.8,A
3960,97.8,56.8,72.1,14,7.4,5.1,2.5,0.79,B
3961,84,59.8,69.7,15.2,6.7,5,2.7,0.86,B
3962,123.4,57.4,73.3,13.4,6.5,7.4,1.2,0.78,C
3963,95.7,59,73.5,15,5.8,5,0.6,0.8,B
3964,106.5,57.1,72.3,13,6.3,5.1,0.4,0.79,C
3965,85.9,60.7,72.6,16.6,6.1,7.1,0.6,0.84,B
3966,100.4,51.8,71.4,16.6,7,6.1,8.2,0.73,B
3967,99.7,56.5,75.5,16.7,5.8,6.5,0.5,0.75,B
3968,66.7,59.2,74.6,15.5,7,4.6,3.9,0.79,Reject
3969,125.2,60.1,68.6,14.2,5.8,5,0.6,0.88,B
3970,114.4,64,68.5,14.3,6.3,4.5,11.1,0.93,C
3971,89,56.4,71.1,17.8,7,6.3,1.4,0.79,B
3972,78.5,63.9,74.6,17.7,5.9,6.7,1.6,0.86,C
3973,100.2,55.4,72.5,15.7,7,4.9,1.6,0.76,B
3974,96.3,63.3,69.7,14.7,6.9,5.1,5.1,0.91,B
3975,100.3,61.3,72.9,17.6,6.3,5.2,0.7,0.84,B
3976,97.9,54.3,70.8,14.5,7.4,4,5.3,0.77,B
3977,102.6,59.2,75.1,15.8,6.6,4.8,3.2,0.79,B
3978,116.7,57.8,73.2,17.5,7.4,6.3,0.7,0.79,A
3979,103.5,60.5,70.9,14.2,7.9,4.6,0.2,0.85,B
3980,79.3,57.1,72.8,16.7,6.3,5.6,4.5,0.78,C
3981,115.4,56.8,76.6,16.3,7,4.2,0.7,0.74,B
3982,119.6,63.5,70,15.4,6,5.4,6.6,0.91,B
3983,142.3,57.6,73.4,14,5.7,4.9,0.4,0.78,B
3984,78.1,61.3,71.8,14.4,6.3,4.3,2.9,0.85,C
3985,98.6,57.1,73.5,15.9,5.4,6.3,3.5,0.78,B
3986,63.8,64.7,69.7,13.4,5.7,6.3,3.2,0.93,Reject
3987,103.3,55.3,72.4,15.7,7,4.5,1.1,0.76,B
3988,86.8,55.5,75.9,16.3,6.1,5.3,6.3,0.73,B
3989,123.9,64.1,68.7,17,7.1,5.5,4.4,0.93,A
3990,83.4,56.2,67.3,13.4,6.7,3.7,2.1,0.83,C
3991,69.7,64.4,67.5,17.5,8,4.1,2.8,0.95,Reject
3992,87.9,61.6,67.9,18,6.9,6.8,2.5,0.91,B
3993,65.4,57.4,74.1,16.1,7.4,4.4,8.8,0.77,Reject
3994,106.3,50.7,67.1,13.9,6.8,6.8,6.8,0.76,C
3995,64,57.9,71,15,6.7,4.2,0.8,0.82,Reject
3996,95.4,58.4,74.2,15.4,7.4,6.2,0.9,0.79,B
3997,63.8,62.7,73.5,15.9,7,5.2,12,0.85,Reject
3998,90.2,64.4,70.7,15.5,6.7,5.3,0.8,0.91,B
3999,119.7,55.3,72.7,15.9,6.7,7.4,9.2,0.76,B
4000,100.4,61.2,72.4,15.4,6.9,4.2,3.1,0.85,B
4001,82,61.1,71.2,15.9,6,6.1,0.2,0.86,B
4002,94.5,62.3,71.3,14.8,5.9,6.1,1.2,0.87,B
4003,95.3,60,79.8,15,7.6,8,1.9,0.75,B
4004,102.1,50.2,74.8,14.6,8,4.4,5.4,0.67,B
4005,74.5,57.4,80.7,18.4,5.8,4.9,1.2,0.71,C
4006,103.9,53.4,70.3,17.7,6,6.3,1.1,0.76,B
4007,60,57.2,71.7,16.3,7.4,5.3,7.6,0.8,Reject
4008,85.6,61.9,67.3,17.5,6.9,5,0.2,0.92,B
4009,87.7,59.2,69.2,16.7,7,6.5,2.4,0.86,B
4010,104.5,62.6,78.7,15.8,7.2,5.2,2.1,0.8,B
4011,95.3,59.4,70.2,13.2,6.3,4.6,0.2,0.85,C
4012,73.9,52.8,78.7,15.1,6.8,6.2,0.3,0.67,C
4013,80.2,47.9,67.6,15,6.7,5.9,1.4,0.71,B
4014,98,58.6,68.3,13.8,5.8,5.2,0.4,0.86,C
4015,93.8,57.1,70.8,13.3,6.8,5.1,2,0.81,C
4016,86.3,54.1,71.8,16.2,7.5,4.6,2.8,0.75,B
4017,87.8,51.2,75.2,16,6.2,6.2,3.5,0.68,B
4018,105.4,55.1,73.6,13.7,6.6,5.1,2.4,0.75,C
4019,87.2,57.2,70.5,14.4,6.7,4.7,1.4,0.81,B
4020,93.7,60.7,71.5,17.2,6.3,4.2,0.4,0.85,B
4021,127.5,58.8,70.9,14.2,7,5.9,0.9,0.83,B
4022,73.6,64.4,68.8,15.8,6,5,1.6,0.94,C
4023,67.2,53.9,68.9,15.2,7.6,3.5,7.7,0.78,Reject
4024,106.8,61.5,75.6,16.3,7,4.3,0.7,0.81,B
4025,84.8,58.2,65.6,14.2,5.8,5.3,1.6,0.89,B
4026,90.2,60.8,77.7,15.6,7.9,5.3,4,0.78,B
4027,83.3,56.3,70.8,15.8,6.6,5.3,3.7,0.79,B
4028,91.1,62.3,69.3,15.8,5.9,5.1,10.1,0.9,C
4029,119,59.2,74.6,15.6,7.4,4,0.6,0.79,B
4030,107,55.3,77.2,16,6.9,4.6,0,0.72,A
4031,107.9,58,75.9,18.8,5.1,6.7,1.2,0.76,B
4032,73.8,57,73.8,19.3,6.1,6.5,0.5,0.77,C
4033,77.7,60,75.8,14.5,6.7,6.1,2.4,0.79,C
4034,60,53.3,66,12,4.8,6,6.9,0.81,Reject
4035,82.9,57.9,70.2,16.4,6.6,6.4,3.5,0.82,B
4036,109.4,59.6,68.8,15.8,6.6,4.4,0.4,0.87,B
4037,102.8,58.1,76.3,17.1,5.6,5.5,0.4,0.76,B
4038,91.7,63.4,70.7,15.9,6.7,4.4,7.3,0.9,B
4039,94.7,61.1,75,15.6,6.5,4.4,2,0.82,B
4040,84.7,58,73.9,17.2,5.5,5.9,7.7,0.78,B
4041,98.1,58.9,69,17.4,7.2,6.4,4,0.85,A
4042,106.5,59.2,69.9,13.4,7.2,5.3,15,0.85,C
4043,70.8,59.6,76.5,14.3,6.3,7.1,6.1,0.78,C
4044,99.5,50.7,69.3,15.3,6.3,5.7,1.6,0.73,B
4045,109,56.8,72.4,15.6,7.1,4.7,4.3,0.78,B
4046,88.8,52.1,69.3,15.2,6.3,4.4,1.9,0.75,B
4047,105.5,63.1,70.9,16.2,5,6.5,0.8,0.89,B
4048,137.2,57.8,71.8,17,6.9,5.6,0.8,0.8,A
4049,93.4,57.2,69.3,18.1,5.8,6.2,1.5,0.83,B
4050,100.9,61.6,68.6,16.4,6.2,2.8,0.4,0.9,B
4051,83.9,59.7,73,14.2,7.7,5.7,0.6,0.82,B
4052,97.7,53.5,69,15.3,6.4,5,2.1,0.77,B
4053,101.9,57.7,69.2,15.4,6.5,4.1,9.2,0.83,B
4054,97.9,56.7,68.7,16.3,6.9,5.4,2.6,0.82,A
4055,79.7,51,71.7,16.1,6.9,6.6,1.6,0.71,C
4056,98.1,55.2,75.3,18.6,5.8,7.8,0.8,0.73,B
4057,116.9,57.3,77.3,14.8,6.5,5.7,0.7,0.74,B
4058,101.7,57.5,69.5,16.1,6.5,4.8,3.2,0.83,A
4059,109.4,52.1,79.5,19,6.7,4.7,5.7,0.65,B
4060,91.4,62.6,68.5,14.6,6.7,6.5,1.5,0.91,B
4061,106.2,57.6,75.8,15.7,8.6,4.5,2.4,0.76,B
4062,99.2,58.2,69.5,14.1,5.6,6.1,3.7,0.84,B
4063,80.7,59.6,69,15.6,7.3,5.8,0.2,0.86,B
4064,99.8,54.8,69.4,14.3,7.4,5.7,1.3,0.79,B
4065,80.1,59.8,71.8,17.1,6.9,3.9,3.9,0.83,B
4066,85.5,56.5,74,15.7,6,5.1,3.5,0.76,B
4067,97.8,54.4,74.3,14.1,7.8,4,0.2,0.73,B
4068,99.5,60.3,68.7,16.8,4.7,4.9,0.8,0.88,B
4069,77.2,64,68.5,15.8,6,6.4,3.4,0.93,C
4070,110.8,60.9,68.8,16.9,7.4,6.7,0.9,0.89,A
4071,103.6,61.7,71.6,13.8,6.2,5.7,5.1,0.86,C
4072,84.4,55.9,71.3,16.1,7.8,4.9,0.1,0.78,B
4073,71.9,51.6,68.7,16.7,5.3,7.1,0.6,0.75,C
4074,92.8,64,72.9,14.9,5.6,4.9,1,0.88,B
4075,88.3,66.2,79.9,13.6,6.1,4.4,7.8,0.83,C
4076,96.7,64.2,70.2,15.4,6.8,6.2,4.8,0.91,B
4077,89.6,56.7,70.5,17.3,6.3,6,6.5,0.8,B
4078,64.9,53.4,74,17.2,6.1,5,1.7,0.72,Reject
4079,89.2,53.7,70,14.9,7.6,5.6,5.2,0.77,B
4080,90.4,51.3,74.3,13.6,7.7,5.9,5.8,0.69,C
4081,104.5,57.6,69.5,14.9,6.2,5.7,1.5,0.83,B
4082,84.5,64.4,78.4,14.8,5.1,6,15.6,0.82,C
4083,120.2,57.4,73.2,16.2,4.8,5,5.7,0.78,B
4084,66.3,59.2,69.8,15.3,6.7,6,11,0.85,Reject
4085,114.7,63.5,69.9,14.4,7,5.5,6,0.91,B
4086,91.6,56.4,70.2,17.2,6.6,5,4.5,0.8,A
4087,107.9,66.1,76.8,15.7,6.4,5.3,8.6,0.86,B
4088,96.2,66,67.6,16.2,5.9,5.4,1.6,0.98,B
4089,112.1,57.5,69.7,12.9,7,4.1,4.6,0.83,C
4090,89.2,55.7,70,11.9,7.8,4.9,0.7,0.8,C
4091,78.5,60.8,71.9,13.3,4.7,5.6,4,0.84,C
4092,116.3,56.6,71.1,14.8,6.4,4.1,4.6,0.8,B
4093,93.3,53.4,66.8,16.4,5.7,4.9,3.8,0.8,B
4094,98.3,63.1,70.6,12,5.3,7.9,5.7,0.89,C
4095,113.5,62.9,71.7,17.9,5.6,4.4,1.6,0.88,B
4096,79.5,58.6,69.8,15.8,6.8,5.1,2.4,0.84,C
4097,103.9,52.9,74.4,17.5,6.8,4.7,0,0.71,A
4098,86.2,53.1,75.2,14.2,7.7,5.4,0.5,0.71,B
4099,93,58.4,71.7,16.3,6.5,4.7,3.1,0.81,A
4100,96.1,56,72.8,15.6,5.1,5.3,2.5,0.77,B
4101,72.5,56.6,64.4,16.7,6.3,4.8,0.7,0.88,C
4102,83.3,62.1,70.5,15.1,5.4,6.6,0.8,0.88,B
4103,115.3,60.9,75.5,16.2,5.5,5.6,1.3,0.81,B
4104,108.3,63.5,70.5,17.2,7,4.5,3.8,0.9,B
4105,94.1,54,69.4,14.5,6.7,6.3,2.8,0.78,B
4106,98.6,56.6,80,15.9,7,4.5,0.2,0.71,B
4107,90.6,61,78.4,12.7,6.2,3.9,4.3,0.78,C
4108,115.3,59.8,73.6,16.6,7.1,5.5,0.9,0.81,A
4109,92,64.1,76,18.4,6.2,7.4,3.3,0.84,B
4110,98.5,59.7,64.2,13.6,7.4,3.7,0.4,0.93,C
4111,112.2,65.4,69.2,15.4,6.8,4.2,18.5,0.94,C
4112,83.3,60.2,70.4,16.8,6.3,6.3,0.3,0.86,B
4113,118.4,62.2,71.2,15.5,6.7,4.9,4.1,0.87,B
4114,72,56.7,70.3,15.7,6.5,6.1,2.3,0.81,C
4115,119.4,58.1,63.1,14.9,7.8,4.7,0.3,0.92,B
4116,89.4,61.6,73.4,14.9,6.7,5.6,0.1,0.84,B
4117,91.4,64.5,73.9,15.4,6.5,7.2,1.4,0.87,B
4118,66.6,60.9,77.6,15.6,6.3,4.3,4.9,0.78,Reject
4119,88.2,57.7,69.2,13.7,7.2,6.5,0.1,0.83,C
4120,79.4,63.5,69,15.4,7.1,6.2,3.7,0.92,C
4121,85.9,49.2,62.6,17.9,6.3,4,3.2,0.79,B
4122,92.9,52.3,71,14.9,5.6,6.1,0.9,0.74,B
4123,109.4,60.7,75.2,13.6,5.8,5.6,0.2,0.81,C
4124,98.1,58.1,69.9,15.3,6.4,5.6,7.4,0.83,B
4125,99.6,60.4,79.5,14.4,7.6,5.8,1.1,0.76,B
4126,78.6,58.3,71.1,13.5,6.3,5.1,0.4,0.82,C
4127,81.8,60.3,72.5,15.7,6,5.6,3.4,0.83,B
4128,122,54.7,67.2,14.4,5.1,5.7,0.7,0.81,B
4129,84,60.3,73,14.6,7.7,6.2,1.9,0.83,B
4130,119.8,62,65.1,15.7,7,4,0.2,0.95,B
4131,91.4,62.9,74.4,13.2,7.1,6.8,14.9,0.84,C
4132,95,66.1,74.5,12.9,7.3,4.3,1.8,0.89,C
4133,111.1,59,76.8,16.5,6.4,6.3,21.1,0.77,Reject
4134,114.1,59.1,68.4,12.6,6.6,5.6,1.5,0.86,C
4135,93.3,51.9,72.6,14,7.7,4.2,1.3,0.72,B
4136,89.2,55.9,74,12.8,6.6,6,7.4,0.76,C
4137,94.2,57.2,73.5,14.8,7,4.6,1.2,0.78,B
4138,100.1,62.2,69,16.1,7.2,6.6,1.7,0.9,A
4139,108.4,55.6,63.6,15.7,7,4.8,0.2,0.87,B
4140,95.1,61.2,73.2,19.1,6.4,4,9.3,0.84,B
4141,104.3,58,71.5,17.1,6.5,7,0.3,0.81,B
4142,119.6,57.3,70,14.1,7.1,5.7,4.4,0.82,B
4143,100.7,59,74.7,13.7,7.1,6.4,2.3,0.79,C
4144,99.7,56.4,71.8,19.6,7.4,4.6,0.2,0.79,A
4145,72.2,56.3,67.4,17.1,6.9,3.6,0,0.84,C
4146,60,51.2,65.2,16.4,7,7.2,8.2,0.78,Reject
4147,100.8,57,68,15.6,6.1,5.5,4.1,0.84,B
4148,93.6,56.1,80.4,15.9,6,6,3.5,0.7,B
4149,87.3,55.9,74.5,13.3,7.1,6.2,1.7,0.75,C
4150,98.7,59.7,72.7,15.7,6,5.2,0.8,0.82,B
4151,94.1,60.6,71.4,15.6,6.5,5.7,3.4,0.85,B
4152,111.9,58.9,71.1,14.1,7.6,7.1,2.8,0.83,B
4153,96.3,62,76.1,14.7,7.5,5.5,3.9,0.81,B
4154,83.8,60.3,70.3,17.8,6.7,6.4,1.4,0.86,B
4155,109.9,56.8,74,15.3,6.3,3.5,13,0.77,C
4156,91.7,56.1,70.8,18.6,6.4,6.6,0.2,0.79,B
4157,102.9,59.3,78.8,12.9,7.2,4,0.2,0.75,C
4158,87.8,60.3,74.6,14.7,6.5,6.5,7.5,0.81,B
4159,85.3,63.6,76.4,13.2,6.1,5.9,3.1,0.83,C
4160,96.3,62.8,70,13.7,7.5,5.4,1.2,0.9,C
4161,95.2,55.8,75.7,14.3,6.6,5.4,4.3,0.74,B
4162,102.2,57.6,70.9,16,6,5.2,1.8,0.81,B
4163,91,60.7,72.4,15.9,6.9,4.7,0.1,0.84,B
4164,67.5,62.3,77.7,14.5,7.3,5.3,3.2,0.8,Reject
4165,88.5,61.8,68.4,12.2,5.7,7.7,0.8,0.9,C
4166,106.9,57.7,72.7,17.7,6.3,6.8,0.4,0.79,B
4167,90.5,53,73.5,15.1,6.3,4.6,0.8,0.72,B
4168,91.3,54,73.8,13.8,6.9,5.8,1.9,0.73,C
4169,109.8,59.1,70.4,15.9,7,5.6,0.2,0.84,B
4170,84.3,59.4,79.3,15.8,6.1,5.4,6.4,0.75,B
4171,71.9,53.6,67.5,15,5.3,4.5,2.5,0.79,C
4172,92.6,58.2,77.1,15.7,7.3,5.9,1,0.75,B
4173,87.7,60.5,76.3,13.8,5.6,6.3,3.5,0.79,C
4174,80.5,53.4,78.7,16.6,6.7,4.7,4.9,0.68,B
4175,92.4,62.4,66.4,14,6.4,7.5,2.9,0.94,B
4176,102.4,56.5,69,14.6,6.6,7,0.7,0.82,B
4177,94.9,63,77.2,16.5,7.8,6,0.4,0.82,A
4178,99.6,55.9,65.4,17.3,8.9,4.3,5.9,0.85,B
4179,122.2,53.9,66.4,17.9,5.2,5.9,0.8,0.81,B
4180,89.9,56.2,70.3,17.1,7.3,5.8,0.1,0.8,B
4181,99.2,57.6,72.7,15,6.4,6,3.1,0.79,B
4182,87.4,56.4,77.6,13.2,7.3,7.1,0.5,0.73,C
4183,82.3,57.1,71.4,17.6,7.3,5.3,14.1,0.8,C
4184,86.2,59.3,69.9,17.6,7.6,7.5,6.1,0.85,B
4185,87.8,57.3,73.1,14.5,6.7,5.9,2.8,0.78,B
4186,100.4,57.7,73.6,16.9,5.8,5.2,5.4,0.78,B
4187,130.2,51.2,73.5,15,7.2,7.9,1.9,0.7,B
4188,84.3,59.6,71.4,17.8,6.6,6.3,4.7,0.83,B
4189,88.8,57.6,65.2,14.7,6.3,5,3.1,0.88,B
4190,94.1,64.4,68.8,18.5,6.1,5.6,0.1,0.94,B
4191,100.9,54.2,77,16.7,7.3,6.1,8.9,0.7,B
4192,99,50.8,72.7,18.2,7.8,5.3,5.9,0.7,B
4193,114.3,60.5,70.9,14.8,5.5,5.6,9.2,0.85,B
4194,60,59.4,75.9,16.1,7,4.7,3.9,0.78,Reject
4195,60,54,68,14,6.2,3.8,1.6,0.79,Reject
4196,87.6,51.9,71.2,16.8,5.3,5.6,0.7,0.73,B
4197,111.5,64.1,72.5,16.8,6.6,5.6,0.6,0.89,A
4198,71.5,63.7,70.5,19.1,5.8,6,0.5,0.9,C
4199,60,48.1,72.4,16.2,5.2,4.9,0.7,0.66,Reject
4200,103.6,56.2,71.3,16.6,5.9,4.2,2.4,0.79,B
4201,98.7,64.7,67.1,14.8,5.7,4.5,3.5,0.96,B
4202,78.6,56.1,72.6,16.3,6,6.6,1.1,0.77,C
4203,80.2,56,67.4,14.9,5.4,4.8,2.4,0.83,B
4204,80.5,56.9,72.6,15.7,6.2,5.1,1.3,0.78,B
4205,96.7,53.5,76.8,15.8,5.9,5.2,3.6,0.7,B
4206,85.6,51.2,71,15,6.8,4.9,13.4,0.72,C
4207,102.4,62.2,67.9,15.6,7,4.8,3.5,0.92,B
4208,60,50.6,71.6,14.9,6.7,4.6,0.2,0.71,Reject
4209,82.1,59,69.1,14.9,6.3,6.9,1.9,0.85,B
4210,78.1,61.5,74.1,17.1,6.3,6.2,4.4,0.83,C
4211,91.2,52.2,71.5,15.8,5.8,6.7,2.3,0.73,B
4212,86.9,54.3,78,16,5.8,6.9,9.1,0.7,B
4213,107,62.9,76.1,13.3,7.1,3.2,0.2,0.83,C
4214,67.1,60.1,71.5,16.1,5.1,5.8,1,0.84,Reject
4215,95.7,55.5,74.5,16.3,6.4,4.9,0.7,0.75,B
4216,103.4,62.8,70.6,14.9,6.2,6.6,4.4,0.89,B
4217,122.8,62.8,72.1,18.6,7,4.8,2.2,0.87,A
4218,87.8,59.1,70.7,12.1,5.4,4.4,0.4,0.84,C
4219,99.9,54.4,74.7,16.7,6.5,4.1,1,0.73,B
4220,67.9,56.3,77,16.6,6.8,5.2,2.2,0.73,Reject
4221,60,59.1,74.8,16.3,5,6.4,16.7,0.79,Reject
4222,107.7,57.2,75.2,15.8,5.6,5.8,1.4,0.76,B
4223,94.9,61.8,75.2,16.3,6.4,4.3,0.5,0.82,B
4224,112.7,51.9,73.9,16.8,6.9,7.7,2.1,0.7,B
4225,74.4,52,68,14.4,6.6,6.1,1.1,0.76,C
4226,102.8,58.7,78,15.9,6.9,6.3,2.5,0.75,B
4227,123,56,78.3,15.2,5.6,6.8,1.9,0.72,B
4228,101.3,55.5,71.2,13.9,5.2,3.9,3.5,0.78,C
4229,99.1,50.9,70.7,16.6,6.6,4.6,7.4,0.72,B
4230,95.1,58.1,74.1,14.7,5.5,6.3,0.7,0.78,B
4231,71.4,57.8,73.9,13.3,5.8,4.7,5.2,0.78,C
4232,115.3,60.6,71.3,14.7,7.2,5.2,8.9,0.85,B
4233,85.8,58.3,67.6,14.3,6.7,5.4,1.4,0.86,B
4234,102.6,57.5,73.1,17,6,4.2,0.4,0.79,B
4235,71.6,62.7,73.9,15.7,5.9,5.1,5.2,0.85,C
4236,77.3,52.8,74.5,17.6,7,6.4,3.6,0.71,C
4237,116.5,60.1,73.2,14.5,6.7,6.2,0.7,0.82,B
4238,89.8,51.3,71.1,16.8,5.5,6.6,1.8,0.72,B
4239,116.8,54.6,75.5,19.8,4.9,6.5,2.6,0.72,B
4240,93.8,53.1,72.2,16,8,5.9,0.6,0.74,A
4241,67.4,61.1,70.4,16.8,5.5,5.8,3.8,0.87,Reject
4242,108.4,57.7,71.4,16.5,6.9,5.8,3.5,0.81,A
4243,86.2,57.9,65.9,13.4,7.7,4.9,6.5,0.88,C
4244,105.5,53.6,71.4,16.4,6.6,4.5,2.5,0.75,B
4245,95.4,56.8,74.4,16,6,4.8,2.6,0.76,B
4246,71.9,54.9,73.2,15.1,5.4,5.2,2.9,0.75,C
4247,97.5,59.5,77.3,14.2,5.3,4.8,1,0.77,B
4248,127.9,54,71.1,16.5,6.8,5.9,4.3,0.76,A
4249,102.4,63.3,73.7,14,7.7,5.7,3.3,0.86,B
4250,94.1,51.3,74.8,18.7,6.2,5.8,5.5,0.69,B
4251,111.1,54.8,80.2,15.7,6.1,5.9,4.4,0.68,B
4252,98.2,64.7,72.5,13.7,7.1,6.7,3.1,0.89,C
4253,98.1,56.3,68.3,14.7,6,5.5,0.5,0.82,B
4254,78.6,52.7,75,15.1,6.7,6.5,7.5,0.7,C
4255,98.5,58.9,78.5,19.1,6.5,6,1.4,0.75,A
4256,110.5,56.1,70.9,14.2,6.2,6.6,10,0.79,B
4257,82.5,54.7,74.9,15.3,6.5,7.1,1.5,0.73,B
4258,116.4,53.6,76.3,14.7,7.9,6.1,0.5,0.7,B
4259,93.6,69.1,75.6,16.2,7,5.6,6.5,0.91,B
4260,81.7,57,72.4,14.7,7.4,5.6,4.8,0.79,B
4261,110,50.3,69.6,13.8,5.8,5,4.6,0.72,C
4262,90.7,64,71.7,15.2,7.4,5,0.3,0.89,B
4263,106.4,60.4,73.6,15.1,7,6.4,6.3,0.82,B
4264,90.6,54.9,75.2,14.6,5.3,4.5,2.7,0.73,B
4265,94.1,54.3,73.2,14.7,6.9,7.1,1.9,0.74,B
4266,102.4,60.7,70.7,17.3,6.1,5.3,7.3,0.86,B
4267,99.4,57,73.9,15,5.3,8,3.3,0.77,B
4268,65.1,50.3,75,13.8,6.6,4.8,0.4,0.67,Reject
4269,78.2,65.1,73.3,14.8,6.9,5.8,2.2,0.89,C
4270,108.9,56.3,69.1,15.6,6.6,5.1,3,0.81,B
4271,93,64,71.4,13.5,6.4,4.7,6.9,0.9,C
4272,87.1,63.1,75.3,17.9,6.2,6.6,1,0.84,B
4273,74.6,54,67.2,16.8,8.5,4.4,4.7,0.8,C
4274,78.8,62.1,64.7,17.6,5.6,4.8,4.8,0.96,C
4275,64.7,55.4,77.3,16.1,7.2,6.1,0.4,0.72,Reject
4276,93.5,50.5,73.8,12.4,6.5,6.2,0.1,0.68,C
4277,86,56.3,74.1,17.8,5.8,4.1,2.6,0.76,B
4278,80.5,59.6,68.2,14.2,6.5,6.1,4.7,0.87,B
4279,94,56.1,74.6,14.3,5.4,5.6,2.4,0.75,B
4280,100.5,56.8,73,15.7,6,4.6,5,0.78,B
4281,126.4,62.6,66.5,17.6,6.5,4.7,2.9,0.94,B
4282,72.3,58.4,77,17.1,5.3,3.5,3.2,0.76,C
4283,112.4,54.6,72.6,16.9,6.9,7.2,0.1,0.75,B
4284,109.6,60.8,70.6,15,5.7,6.5,0.3,0.86,B
4285,83.3,58.8,70.7,15,5.3,4.2,3.9,0.83,B
4286,98,47.9,64.9,16,5.6,6.3,4.3,0.74,B
4287,88.1,59.7,74.1,15.3,8.2,4.9,2.3,0.81,B
4288,97.8,59.6,72.9,16.8,4.9,6.4,2.7,0.82,B
4289,117.6,58.1,71.3,16.7,6.8,5,2.9,0.81,A
4290,104.1,61.6,76.5,16.4,5.9,5.1,0.3,0.81,B
4291,102.6,55.3,67.2,11.7,6.2,5.2,3.3,0.82,C
4292,88.5,59.3,69.9,15.7,7,4.8,2,0.85,B
4293,72.7,51.7,69,15.3,6.9,6.9,2.8,0.75,C
4294,91.9,59.6,71,15.8,6,6.4,2.5,0.84,B
4295,113.1,65.8,72.2,14.4,5.4,5.6,4.3,0.91,B
4296,72.1,54,73.5,13.5,7,6.5,1.2,0.73,C
4297,79.2,55,70.8,16.2,6.9,3.9,1.4,0.78,C
4298,96.9,55.2,68.9,15,6.3,4.3,1.5,0.8,B
4299,80.2,58.5,77.9,16.4,6.9,6,4.3,0.75,B
4300,83.1,53.7,80.4,14.5,6.1,6.2,1.7,0.67,B
4301,88.6,59.7,72.5,17.6,5.8,5.8,0.6,0.82,B
4302,74.5,61.4,69.4,17,6.5,3.6,12.2,0.89,C
4303,80.4,60.1,77.2,15.9,6.9,4.4,2,0.78,B
4304,105.6,50.9,66.9,15.2,6.7,5.9,0.3,0.76,B
4305,75.4,62,70.8,16.8,6.9,7.9,3.3,0.88,C
4306,71,61.7,69.6,16.1,5.9,6.7,4,0.89,C
4307,85.5,61.3,67.9,15.9,7.8,7.1,2.1,0.9,B
4308,106,59.5,71,17.1,6.2,5.8,3.1,0.84,B
4309,92,58.9,69,17.6,6.4,5.8,0.6,0.85,B
4310,88,62.1,72,13.6,5.4,4.5,1.4,0.86,C
4311,95.7,65.7,72.1,13.9,6.3,6.5,0.5,0.91,C
4312,68.8,54.2,69.8,14.3,6.9,5.4,1.5,0.78,Reject
4313,102.4,62.3,70.7,13.2,7.1,6.2,2.5,0.88,C
4314,100.8,57.7,71.2,15.4,7.7,5.5,1.8,0.81,B
4315,88.9,57.5,74.8,16.4,6.9,5.8,2.7,0.77,B
4316,110.1,51.9,71.5,15.5,6.7,5.4,2.1,0.73,B
4317,78.1,56.9,74.9,14.7,6.1,5.7,1.1,0.76,C
